rid,register,response,date,year,month,stream,otype,object,voice,unit,object_agree_n,voice_agree_n,unit_agree_n,coding_source_v2
228792,institution,Public voice,2023-02-22,2023,2023-02,monitoring,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
230645,charity,Charitable response,2023-09-21,2023,2023-09,monitoring,Catholic,,,caritas,,,3,prior_three_run_majority
231569,crl,Repricing,2023-04-23,2023,2023-04,monitoring,Secular/other,,,none,,,3,prior_three_run_majority
231677,crl,Repricing,2023-04-23,2023,2023-04,monitoring,Secular/other,,,none,,,3,prior_three_run_majority
236623,crl,Repricing,2023-01-25,2023,2023-01,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
236638,institution,Public voice,2023-01-25,2023,2023-01,monitoring,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
236647,institution,Public voice,2023-01-25,2023,2023-01,monitoring,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
236660,institution,Public voice,2023-01-25,2023,2023-01,monitoring,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
236699,institution,Public voice,2023-01-24,2023,2023-01,monitoring,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
236995,charity,Charitable response,2023-04-25,2023,2023-04,monitoring,Catholic,,,caritas,,,3,prior_three_run_majority
238908,crl,Repricing,2023-12-25,2023,2023-12,monitoring,Secular/other,,,parish,,,2,prior_three_run_majority
239149,institution,Public voice,2023-12-25,2023,2023-12,monitoring,Secular/other,household,sector,caritas,3,3,2,prior_three_run_majority
240006,institution,Public voice,2023-02-25,2023,2023-02,monitoring,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
240023,institution,Public voice,2023-02-25,2023,2023-02,monitoring,Catholic,household,sector,diocese,3,3,3,prior_three_run_majority
241956,crl,Repricing,2023-10-26,2023,2023-10,monitoring,Secular/other,,,vatican,,,3,prior_three_run_majority
241962,crl,Repricing,2023-10-26,2023,2023-10,monitoring,Secular/other,,,vatican,,,3,prior_three_run_majority
241963,crl,Repricing,2023-10-26,2023,2023-10,monitoring,Secular/other,,,vatican,,,3,prior_three_run_majority
242702,institution,Public voice,2023-01-26,2023,2023-01,monitoring,Secular/other,own,sector,parish,2,3,2,prior_three_run_majority
242705,crl,Repricing,2023-01-26,2023,2023-01,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
242815,charity,Charitable response,2023-04-27,2023,2023-04,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
242901,charity,Charitable response,2023-04-27,2023,2023-04,monitoring,Catholic,,,parish,,,3,prior_three_run_majority
244160,charity,Charitable response,2023-11-27,2023,2023-11,monitoring,Secular/other,,,caritas,,,3,prior_three_run_majority
244591,crl,Repricing,2023-12-27,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
244664,crl,Repricing,2023-12-27,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
244681,disputed,,2023-12-27,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
244708,institution,Public voice,2023-12-27,2023,2023-12,monitoring,Secular/other,household,sector,caritas,3,3,3,prior_three_run_majority
244769,crl,Repricing,2023-12-26,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
244774,crl,Repricing,2023-12-26,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
244775,crl,Repricing,2023-12-26,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
245308,devotional,,2023-02-27,2023,2023-02,monitoring,Secular/other,,,church,,,3,prior_three_run_majority
245327,devotional,,2023-02-27,2023,2023-02,monitoring,Secular/other,,,none,,,3,prior_three_run_majority
248124,charity,Charitable response,2023-01-28,2023,2023-01,monitoring,Catholic,,,caritas,,,3,prior_three_run_majority
248125,charity,Charitable response,2023-01-28,2023,2023-01,monitoring,Catholic,,,caritas,,,3,prior_three_run_majority
250304,institution,Public voice,2023-12-29,2023,2023-12,monitoring,Catholic,own,sector,diocese,3,3,3,prior_three_run_majority
250576,crl,Repricing,2023-12-28,2023,2023-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
250902,institution,Public voice,2023-03-30,2023,2023-03,monitoring,Catholic,household,sector,diocese,3,3,3,prior_three_run_majority
255509,institution,Public voice,2023-12-31,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255555,institution,Public voice,2023-12-31,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255604,institution,Public voice,2023-12-31,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255669,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255679,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255681,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255756,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255761,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255767,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255788,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
255789,institution,Public voice,2023-12-30,2023,2023-12,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
256548,crl,Repricing,2023-08-01,2023,2023-08,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
256558,crl,Repricing,2023-08-01,2023,2023-08,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
257235,devotional,,2023-11-01,2023,2023-11,monitoring,Secular/other,,,none,,,3,prior_three_run_majority
257844,crl,Repricing,2022-12-31,2022,2022-12,monitoring,Secular/other,,,conference,,,2,prior_three_run_majority
257945,institution,Public voice,2022-12-31,2022,2022-12,monitoring,Catholic,own,sector,parish,3,3,3,prior_three_run_majority
258223,crl,Repricing,2022-12-31,2022,2022-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
258251,crl,Repricing,2022-12-31,2022,2022-12,monitoring,Secular/other,,,diocese,,,3,prior_three_run_majority
258253,crl,Repricing,2022-12-31,2022,2022-12,monitoring,Secular/other,,,parish,,,3,prior_three_run_majority
258346,crl,Repricing,2024-01-02,2024,2024-01,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
258396,crl,Repricing,2024-01-02,2024,2024-01,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
258397,crl,Repricing,2024-01-02,2024,2024-01,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
258398,crl,Repricing,2024-01-02,2024,2024-01,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
258413,crl,Repricing,2024-01-02,2024,2024-01,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
261970,institution,Public voice,2024-06-05,2024,2024-06,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
263001,institution,Public voice,2024-06-07,2024,2024-06,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
263027,institution,Public voice,2024-06-07,2024,2024-06,monitoring,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
265838,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265847,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265852,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265873,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265877,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265878,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265891,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265931,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265951,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265967,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265973,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265989,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
265994,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266028,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266029,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266065,crl,Repricing,2024-06-18,2024,2024-06,monitoring,Catholic,,,conference,,,3,prior_three_run_majority
266095,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266104,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266108,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266112,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266118,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266129,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266131,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266132,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266134,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266143,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266146,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266152,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266160,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266164,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266166,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266180,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266181,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266182,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266185,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266186,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266192,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266194,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266196,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266204,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266206,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266210,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266218,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266233,crl,Repricing,2024-06-17,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266574,crl,Repricing,2024-06-20,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266715,crl,Repricing,2024-06-19,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266873,crl,Repricing,2024-06-19,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
266900,crl,Repricing,2024-06-19,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267131,crl,Repricing,2024-06-22,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267132,crl,Repricing,2024-06-22,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267133,crl,Repricing,2024-06-22,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267446,crl,Repricing,2024-06-24,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267462,crl,Repricing,2024-06-24,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267793,crl,Repricing,2024-06-23,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
267892,crl,Repricing,2024-06-23,2024,2024-06,monitoring,Secular/other,,,conference,,,3,prior_three_run_majority
269813,charity,Charitable response,2025-01-12,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
269814,charity,Charitable response,2025-01-12,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
270223,charity,Charitable response,2025-01-11,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
270227,charity,Charitable response,2025-01-11,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
270270,charity,Charitable response,2025-01-11,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
273135,disputed,,2025-01-06,2025,2025-01,backfill,Secular/other,,,parish,,,3,prior_three_run_majority
283308,institution,Public voice,2025-02-10,2025,2025-02,backfill,Secular/other,both,sector,parish,2,2,3,prior_three_run_majority
285728,disputed,,2025-02-06,2025,2025-02,backfill,Secular/other,,,none,,,3,prior_three_run_majority
293764,devotional,,2025-03-10,2025,2025-03,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
294825,devotional,,2025-03-09,2025,2025-03,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
294826,devotional,,2025-03-09,2025,2025-03,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
297049,devotional,,2025-03-06,2025,2025-03,backfill,Secular/other,,,none,,,3,prior_three_run_majority
325977,crl,Repricing,2025-06-03,2025,2025-06,backfill,Secular/other,,,none,,,3,prior_three_run_majority
335796,charity,Charitable response,2025-07-14,2025,2025-07,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
337223,institution,Public voice,2025-07-12,2025,2025-07,backfill,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
340952,devotional,,2025-07-06,2025,2025-07,backfill,Secular/other,,,order,,,3,prior_three_run_majority
344238,justice,Normative response,2024-08-11,2024,2024-08,backfill,Secular/other,,,none,,,3,prior_three_run_majority
352510,devotional,,2025-08-15,2025,2025-08,backfill,Secular/other,,,none,,,3,prior_three_run_majority
352751,justice,Normative response,2025-08-15,2025,2025-08,backfill,Catholic,,,none,,,3,prior_three_run_majority
358113,charity,Charitable response,2025-08-06,2025,2025-08,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
359536,charity,Charitable response,2025-08-04,2025,2025-08,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
361345,charity,Charitable response,2025-08-01,2025,2025-08,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
361807,charity,Charitable response,2025-08-01,2025,2025-08,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
364866,charity,Charitable response,2024-09-10,2024,2024-09,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
379558,other,,2025-10-09,2025,2025-10,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
382219,institution,Public voice,2025-10-06,2025,2025-10,backfill,Secular/other,household,outside,diocese,3,3,3,prior_three_run_majority
396660,justice,Normative response,2025-11-16,2025,2025-11,backfill,Catholic,,,diocese,,,3,prior_three_run_majority
415420,institution,Public voice,2024-12-05,2024,2024-12,backfill,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
422379,crl,Repricing,2025-12-09,2025,2025-12,backfill,Secular/other,,,parish,,,2,prior_three_run_majority
422655,crl,Repricing,2025-12-09,2025,2025-12,backfill,Secular/other,,,parish,,,2,prior_three_run_majority
429670,disputed,,2024-07-13,2024,2024-07,backfill,Secular/other,,,vatican,,,2,prior_three_run_majority
438949,crl,Repricing,2025-05-22,2025,2025-05,backfill,Secular/other,,,none,,,3,prior_three_run_majority
439062,crl,Repricing,2025-05-22,2025,2025-05,backfill,Secular/other,,,none,,,3,prior_three_run_majority
455701,justice,Normative response,2024-08-15,2024,2024-08,backfill,Secular/other,,,none,,,3,prior_three_run_majority
455950,other,,2024-08-15,2024,2024-08,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
455951,other,,2024-08-15,2024,2024-08,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
466851,charity,Charitable response,2025-01-13,2025,2025-01,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
467063,charity,Charitable response,2025-01-13,2025,2025-01,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
481777,charity,Charitable response,2024-10-30,2024,2024-10,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
488167,charity,Charitable response,2024-10-18,2024,2024-10,backfill,Business,,,caritas,,,3,prior_three_run_majority
488216,charity,Charitable response,2024-10-18,2024,2024-10,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
490026,justice,Normative response,2024-10-15,2024,2024-10,backfill,Secular/other,,,church,,,2,prior_three_run_majority
497870,charity,Charitable response,2025-09-25,2025,2025-09,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
497937,charity,Charitable response,2025-09-25,2025,2025-09,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
498244,charity,Charitable response,2025-09-24,2025,2025-09,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
498484,charity,Charitable response,2025-09-24,2025,2025-09,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
500181,devotional,,2025-09-21,2025,2025-09,backfill,Secular/other,,,none,,,3,prior_three_run_majority
501936,institution,Public voice,2025-09-18,2025,2025-09,backfill,Secular/other,other,sector,vatican,3,2,2,prior_three_run_majority
507050,crl,Repricing,2025-12-28,2025,2025-12,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
507230,crl,Repricing,2025-12-27,2025,2025-12,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
507441,crl,Repricing,2025-12-27,2025,2025-12,backfill,Secular/other,,,parish,,,2,prior_three_run_majority
507535,institution,Public voice,2025-12-27,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,2,2,prior_three_run_majority
508083,institution,Public voice,2025-12-26,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508179,institution,Public voice,2025-12-26,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508200,institution,Public voice,2025-12-26,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508505,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508506,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508507,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508677,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508732,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
508789,institution,Public voice,2025-12-25,2025,2025-12,backfill,Secular/other,household,sector,diocese,3,3,3,prior_three_run_majority
513268,crl,Repricing,2025-12-20,2025,2025-12,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
516971,crl,Repricing,2025-12-15,2025,2025-12,backfill,Secular/other,,,parish,,,2,prior_three_run_majority
548041,charity,Charitable response,2025-02-17,2025,2025-02,backfill,Secular/other,,,caritas,,,3,prior_three_run_majority
550292,institution,Public voice,2025-03-26,2025,2025-03,backfill,Secular/other,own,sector,parish,3,3,3,prior_three_run_majority
554841,devotional,,2025-03-20,2025,2025-03,backfill,Catholic,,,none,,,1,corpus_v1_addendum
558408,crl,Repricing,2025-11-29,2025,2025-11,backfill,Secular/other,,,none,,,3,prior_three_run_majority
576829,institution,Public voice,2024-11-30,2024,2024-11,backfill,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
576911,institution,Public voice,2024-11-29,2024,2024-11,backfill,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
577000,institution,Public voice,2024-11-29,2024,2024-11,backfill,Secular/other,own,sector,diocese,3,3,3,prior_three_run_majority
577206,institution,Public voice,2024-11-29,2024,2024-11,backfill,Catholic,own,sector,diocese,3,3,3,prior_three_run_majority
612327,crl,Repricing,2026-01-20,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
612368,crl,Repricing,2026-01-20,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
612433,crl,Repricing,2026-01-20,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
613037,crl,Repricing,2026-01-19,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
613041,crl,Repricing,2026-01-19,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
613143,crl,Repricing,2026-01-19,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
614268,institution,Public voice,2026-03-05,2026,2026-03,backfill,Secular/other,other,sector,none,3,2,2,prior_three_run_majority
620330,crl,Repricing,2026-01-21,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
620332,crl,Repricing,2026-01-21,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
620346,crl,Repricing,2026-01-21,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
628484,disputed,,2026-04-23,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
628521,disputed,,2026-04-23,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
631019,crl,Repricing,2026-05-12,2026,2026-05,backfill,Secular/other,,,none,,,3,prior_three_run_majority
632742,institution,Public voice,2026-05-14,2026,2026-05,backfill,Secular/other,own,sector,none,3,3,2,prior_three_run_majority
635936,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
636174,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
636201,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
636207,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
636209,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
636242,crl,Repricing,2026-01-26,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
657630,institution,Public voice,2026-04-05,2026,2026-04,backfill,Catholic,household,sector,diocese,3,3,3,prior_three_run_majority
658229,devotional,,2026-04-05,2026,2026-04,backfill,Secular/other,,,caritas,,,2,prior_three_run_majority
658303,devotional,,2026-04-05,2026,2026-04,backfill,Catholic,,,diocese,,,3,prior_three_run_majority
659790,devotional,,2026-04-07,2026,2026-04,backfill,Secular/other,,,caritas,,,2,prior_three_run_majority
664882,crl,Repricing,2026-04-18,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
666632,crl,Repricing,2026-04-19,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
666642,crl,Repricing,2026-04-19,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
666764,crl,Repricing,2026-04-19,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
667718,crl,Repricing,2026-04-21,2026,2026-04,backfill,Secular/other,,,none,,,3,prior_three_run_majority
668667,crl,Repricing,2026-01-08,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
675354,devotional,,2026-05-03,2026,2026-05,backfill,Secular/other,,,none,,,1,corpus_v1_addendum
677479,crl,Repricing,2026-05-09,2026,2026-05,backfill,Secular/other,,,none,,,3,prior_three_run_majority
681068,crl,Repricing,2026-01-09,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
681291,charity,Charitable response,2026-01-09,2026,2026-01,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
681398,charity,Charitable response,2026-05-18,2026,2026-05,backfill,Catholic,,,caritas,,,3,prior_three_run_majority
683471,crl,Repricing,2026-05-19,2026,2026-05,backfill,Secular/other,,,none,,,2,prior_three_run_majority
703903,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
703909,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704032,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704144,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704153,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704191,crl,Repricing,2026-01-18,2026,2026-01,backfill,Catholic,,,diocese,,,3,prior_three_run_majority
704198,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704199,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704203,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704207,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704242,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704259,crl,Repricing,2026-01-18,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
704335,crl,Repricing,2026-01-17,2026,2026-01,backfill,Secular/other,,,diocese,,,3,prior_three_run_majority
